Type,SKU,Name,Parent,Regular Price,,Published,Stock,,Description,Weight,Length,Width,,,Images,Attribute 1 Name,Attribute 1 Value(s),Attribute 1 Visible,Attribute 1 Global,Attribute 2 Name,Attribute 2 Value(s),Attribute 2 Visible,Attribute 2 Global,Attribute 3 Name,Attribute 3 Value(s),Attribute 3 Visible,Attribute 3 Global,Attribute 4 Name,Attribute 4 Value(s),Attribute 4 Visible,Attribute 4 Global,Attribute 5 Name,Attribute 5 Value(s),Attribute 5 Visible,Attribute 5 Global,Attribute 6 Name,Attribute 6 Value(s),Attribute 6 Visible,Attribute 6 Global
variation,E03128-RU.W,Round Halo Studs - ,id:23715,775.00,,1,1,,"Looking for the perfect pair of earrings to take your style to the next level? Look no further than our 14k Precious Earrings! Featuring eye-catching Round Halo Studs, they're the epitome of elegance and class. Whether you're dressing up for a fancy event or simply want to add a touch of glamour to your everyday ensemble, these earrings are sure to turn heads. So why wait? Treat yourself (or someone special) to the ultimate accessory today!",0.508,0.55,0.3,,,https://luvente.com/cdn/shop/files/223aa969370ced0fd6090a9b18f73b81a0531ebe9d47cf2eb2fc3a734c3a1ea2.jpg,,,,,,,,,,,,,Metal,14KW,1,1,Stone,RU,1,1,Stone Category,Precious,1,1
variation,E03128-RU.Y,Round Halo Studs - ,id:23715,775.00,,1,1,,"Looking for the perfect pair of earrings to take your style to the next level? Look no further than our 14k Precious Earrings! Featuring eye-catching Round Halo Studs, they're the epitome of elegance and class. Whether you're dressing up for a fancy event or simply want to add a touch of glamour to your everyday ensemble, these earrings are sure to turn heads. So why wait? Treat yourself (or someone special) to the ultimate accessory today!",0.508,0.55,0.3,,,https://luvente.com/cdn/shop/files/92713a34df7b79762d808110acb7afa0cb7965e0e72366ada2b1ee8569a31da2.jpg,,,,,,,,,,,,,Metal,14KY,1,1,Stone,RU,1,1,Stone Category,Precious,1,1
variation,E03128-SA.W,Round Halo Studs - ,id:23715,775.00,,1,1,,"Looking for the perfect pair of earrings to take your style to the next level? Look no further than our 14k Precious Earrings! Featuring eye-catching Round Halo Studs, they're the epitome of elegance and class. Whether you're dressing up for a fancy event or simply want to add a touch of glamour to your everyday ensemble, these earrings are sure to turn heads. So why wait? Treat yourself (or someone special) to the ultimate accessory today!",0.508,0.55,0.3,,,https://luvente.com/cdn/shop/files/f1ccab6910777882f99141136fe7910b2d6d9ee219a0bde4a4c63dc73e4439ee.jpg,,,,,,,,,,,,,Metal,14KW,1,1,Stone,SA,1,1,Stone Category,Precious,1,1
variation,E03128-SA.Y,Round Halo Studs - ,id:23715,775.00,,1,1,,"Looking for the perfect pair of earrings to take your style to the next level? Look no further than our 14k Precious Earrings! Featuring eye-catching Round Halo Studs, they're the epitome of elegance and class. Whether you're dressing up for a fancy event or simply want to add a touch of glamour to your everyday ensemble, these earrings are sure to turn heads. So why wait? Treat yourself (or someone special) to the ultimate accessory today!",0.508,0.55,0.3,,,https://luvente.com/cdn/shop/files/cdc618d4ec2e6d0549c3d8faaed17572acbab209e54e9505c31db5d2a453e2b7.jpg,,,,,,,,,,,,,Metal,14KY,1,1,Stone,SA,1,1,Stone Category,Precious,1,1
variation,E03133-RD.R,Pave Huggies - ,id:23729,575.00,,1,1,,"A classic combination of two different styles. These huggies are perfect for everyday wear and special occasions, this beautiful diamond design is sure to make a statement wherever you go",1.27,45689,0.1,,,https://luvente.com/cdn/shop/files/2f160b7a48db947aacd8ca16dcaf4c1c5dbf7878a1d6ab7eab0a2cb9a8de4768.jpg,,,,,,,,,,,,,Metal,14KR,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03133-RD.W,Pave Huggies - ,id:23729,575.00,,1,1,,"A classic combination of two different styles. These huggies are perfect for everyday wear and special occasions, this beautiful diamond design is sure to make a statement wherever you go",1.27,45689,0.1,,,https://luvente.com/cdn/shop/files/8e29fd542c599a4c841e09d6b7fe44fcc6dc686e9e0154a8b60ddbb6a0dad837_22f72b99-7a40-4627-8d54-dc5d80581671.jpg,,,,,,,,,,,,,Metal,14KW,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03133-RD.Y,Pave Huggies - ,id:23729,575.00,,1,1,,"A classic combination of two different styles. These huggies are perfect for everyday wear and special occasions, this beautiful diamond design is sure to make a statement wherever you go",1.27,45689,0.1,,,https://luvente.com/cdn/shop/files/506e2c9f8885ddee897a6a1692d5d68a3c74650528b7b0b8d036e797f5fdd051.jpg,,,,,,,,,,,,,Metal,14KY,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03257-B.LBD.W,Oval Shaped Studs - ,id:23736,1 150.00,,1,1,,"Elevate your elegance with these stunning stud earrings. Expertly crafted in 14k Gold, these earrings feature an oval-shaped stone framed by a halo of radiant diamond accents. The Classic-inspired design of these earrings makes them perfect for a fancy night out. Lightweight and comfortable, these earrings will quickly become your go-to accessory for a special occasion.",1.016,0.9,0.6,,,https://luvente.com/cdn/shop/files/2d8110580ecb2c264b5db175f4dfc7cefcbfbca255907f7a57fe6a00e679f43f.jpg,,,,,,,,,,,,,Metal,14KW,1,1,Stone,B.LBD,1,1,Stone Category,Semi Precious,1,1
variation,E03257-B.LBD.Y,Oval Shaped Studs - ,id:23736,1 150.00,,1,1,,"Elevate your elegance with these stunning stud earrings. Expertly crafted in 14k Gold, these earrings feature an oval-shaped stone framed by a halo of radiant diamond accents. The Classic-inspired design of these earrings makes them perfect for a fancy night out. Lightweight and comfortable, these earrings will quickly become your go-to accessory for a special occasion.",1.016,0.9,0.6,,,https://luvente.com/cdn/shop/files/95491702b11ac3f7d598f9ca5a4ec7a2546181b1b6e5e8a6f68b3cf07e852c86.jpg,,,,,,,,,,,,,Metal,14KY,1,1,Stone,B.LBD,1,1,Stone Category,Semi Precious,1,1
variation,E03257-CORAL.Y,Oval Shaped Studs - ,id:23736,1 150.00,,1,1,,"Elevate your elegance with these stunning stud earrings. Expertly crafted in 14k Gold, these earrings feature an oval-shaped stone framed by a halo of radiant diamond accents. The Classic-inspired design of these earrings makes them perfect for a fancy night out. Lightweight and comfortable, these earrings will quickly become your go-to accessory for a special occasion.",1.016,0.9,0.6,,,https://luvente.com/cdn/shop/files/8d49b3d140fef6f463a28aa6525046da54e9c260ca5be7d1c3147cf7c2551b8d.jpg,,,,,,,,,,,,,Metal,14KY,1,1,Stone,CORAL,1,1,Stone Category,Semi Precious,1,1
variation,E03257-OPAL.R,Oval Shaped Studs - ,id:23736,1 265.00,,1,1,,"Elevate your elegance with these stunning stud earrings. Expertly crafted in 14k Gold, these earrings feature an oval-shaped stone framed by a halo of radiant diamond accents. The Classic-inspired design of these earrings makes them perfect for a fancy night out. Lightweight and comfortable, these earrings will quickly become your go-to accessory for a special occasion.",1.016,0.9,0.6,,,https://luvente.com/cdn/shop/files/2d2693d1d0c10a6e688b4815771c25b45636dc9a31ecb3f0272e2cb0ee020d50.jpg,,,,,,,,,,,,,Metal,14KR,1,1,Stone,OPAL,1,1,Stone Category,Semi Precious,1,1
variation,E03257-OPAL.W,Oval Shaped Studs - ,id:23736,1 265.00,,1,1,,"Elevate your elegance with these stunning stud earrings. Expertly crafted in 14k Gold, these earrings feature an oval-shaped stone framed by a halo of radiant diamond accents. The Classic-inspired design of these earrings makes them perfect for a fancy night out. Lightweight and comfortable, these earrings will quickly become your go-to accessory for a special occasion.",1.016,0.9,0.6,,,https://luvente.com/cdn/shop/files/b9f89792d1ab7ed9d3255406adbaeee49f8c63919bbf1d39fd5de99e58d6997c.jpg,,,,,,,,,,,,,Metal,14KW,1,1,Stone,OPAL,1,1,Stone Category,Semi Precious,1,1
variation,E03257-OPAL.Y,Oval Shaped Studs - ,id:23736,1 265.00,,1,1,,"Elevate your elegance with these stunning stud earrings. Expertly crafted in 14k Gold, these earrings feature an oval-shaped stone framed by a halo of radiant diamond accents. The Classic-inspired design of these earrings makes them perfect for a fancy night out. Lightweight and comfortable, these earrings will quickly become your go-to accessory for a special occasion.",1.016,0.9,0.6,,,https://luvente.com/cdn/shop/files/cc4b9f80ff68f76d037b78b83f7093b5f73d55f992ef9a7aad2c4ac53f7204c0.jpg,,,,,,,,,,,,,Metal,14KY,1,1,Stone,OPAL,1,1,Stone Category,Semi Precious,1,1
variation,E03257-TRQ.W,Oval Shaped Studs - ,id:23736,1 150.00,,1,1,,"Elevate your elegance with these stunning stud earrings. Expertly crafted in 14k Gold, these earrings feature an oval-shaped stone framed by a halo of radiant diamond accents. The Classic-inspired design of these earrings makes them perfect for a fancy night out. Lightweight and comfortable, these earrings will quickly become your go-to accessory for a special occasion.",1.016,0.9,0.6,,,https://luvente.com/cdn/shop/files/2200bc4ae944739320a90cadc2ecec7a70ce091b31a442e1cec8345021440498_031cdec7-f8a9-4a32-b3cd-a399b3185666.jpg,,,,,,,,,,,,,Metal,14KW,1,1,Stone,TRQ,1,1,Stone Category,Semi Precious,1,1
variation,E03257-TRQ.Y,Oval Shaped Studs - ,id:23736,1 150.00,,1,1,,"Elevate your elegance with these stunning stud earrings. Expertly crafted in 14k Gold, these earrings feature an oval-shaped stone framed by a halo of radiant diamond accents. The Classic-inspired design of these earrings makes them perfect for a fancy night out. Lightweight and comfortable, these earrings will quickly become your go-to accessory for a special occasion.",1.016,0.9,0.6,,,https://luvente.com/cdn/shop/files/51b4209a6574926e8cdc63934d5f660a33b1519fbc2ebaef2da5abd5a9b841e0.jpg,,,,,,,,,,,,,Metal,14KY,1,1,Stone,TRQ,1,1,Stone Category,Semi Precious,1,1
variation,E03548-RD.W,Wide Diamond Huggie - ,id:23748,2 000.00,,1,1,,Wear this huggie as a single or stack it with other huggies for a more bold look. This 14K white gold diamond huggie ring is made from high quality materials and is manufactured to last.,1.27,45689,0.9,,,https://luvente.com/cdn/shop/files/e11f14890dfcea326c9d157fd668b54890d9faa8b304dbe2430b6090966bc5eb.jpg,,,,,,,,,,,,,Metal,14KW,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03548-RD.Y,Wide Diamond Huggie - ,id:23748,2 000.00,,1,1,,Wear this huggie as a single or stack it with other huggies for a more bold look. This 14K white gold diamond huggie ring is made from high quality materials and is manufactured to last.,1.27,45689,0.9,,,https://luvente.com/cdn/shop/files/4fc3b7ba733179d627138e2d0a0f77188973e8e991eb3adfbc61ab0ada8801f4_8ce2db7d-3dea-49f3-9d51-2efb07f18d8d.jpg,,,,,,,,,,,,,Metal,14KY,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03563-RD.R,Drop Cross Earrings - ,id:23754,720.00,,1,1,,Discover the elegant beauty of our Drop Cross Earrings. They're crafted in 14k gold and feature sparkling diamonds that accentuate the beautiful cross shape.,3.81,0.7,0.1,,,https://luvente.com/cdn/shop/files/7fecd869909c8b33d45b82791f7abfc1390091ea0950d348529008b8af780a31.jpg,,,,,,,,,,,,,Metal,14KR,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03563-RD.W,Drop Cross Earrings - ,id:23754,720.00,,1,1,,Discover the elegant beauty of our Drop Cross Earrings. They're crafted in 14k gold and feature sparkling diamonds that accentuate the beautiful cross shape.,3.81,0.7,0.1,,,https://luvente.com/cdn/shop/files/4467cf001f82e3a00bf7d8a0de70da0bdf39ee6af1b756b052a2d81df869e595_26663d9d-1cb0-4d0e-89cb-09762e34e9c4.jpg,,,,,,,,,,,,,Metal,14KW,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03563-RD.Y,Drop Cross Earrings - ,id:23754,720.00,,1,1,,Discover the elegant beauty of our Drop Cross Earrings. They're crafted in 14k gold and feature sparkling diamonds that accentuate the beautiful cross shape.,3.81,0.7,0.1,,,https://luvente.com/cdn/shop/files/f53ead3fd92e19db32aca545617fb9c69f89d0b094663b1839b041b40f1dec60.jpg,,,,,,,,,,,,,Metal,14KY,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03616-RD.R,Single Row Diamond Huggie - ,id:23761,400.00,,1,1,,"This 14k Diamond Huggie is perfect as a stand-alone earring or along with its matching pair. With its single row of diamonds, this earring exemplifies natural beauty and elegance.",1.27,0.8,0.1,,,https://luvente.com/cdn/shop/files/b78c87c9ef5c8aadaa2d33f0ec829a3f61adae637a764b2e2016137f49e35618.jpg,,,,,,,,,,,,,Metal,14KR,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03616-RD.W,Single Row Diamond Huggie - ,id:23761,400.00,,1,1,,"This 14k Diamond Huggie is perfect as a stand-alone earring or along with its matching pair. With its single row of diamonds, this earring exemplifies natural beauty and elegance.",1.27,0.8,0.1,,,https://luvente.com/cdn/shop/files/d08f79f74d10c53dc05127dd23dbb504c355d92e6f6f2ecfbb49ce9ce6dd9655_dcc2912c-278f-4243-8c65-24bf328a0d04.jpg,,,,,,,,,,,,,Metal,14KW,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03616-RD.Y,Single Row Diamond Huggie - ,id:23761,400.00,,1,1,,"This 14k Diamond Huggie is perfect as a stand-alone earring or along with its matching pair. With its single row of diamonds, this earring exemplifies natural beauty and elegance.",1.27,0.8,0.1,,,https://luvente.com/cdn/shop/files/952b571eb632b8cc28dff09584456be282aa79094084bcbf0c0abb476be2dcb3.jpg,,,,,,,,,,,,,Metal,14KY,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03681-EM.W,Art Deco Hoops - ,id:23768,1 440.00,,1,1,,"Indulge in a timeless elegance with these 14k precious earrings, crafted to perfection to suit your exquisite taste. These Art Deco hoops exude sophistication in every angle, with its intricate details and meticulous craftsmanship. Adorn yourself with these luxurious earrings and be the epitome of high fashion and timeless beauty.",1.27,0.4,0.3,,,https://luvente.com/cdn/shop/files/d1ebfcd8f0320e995f249a0d0b3c76cab0e916b0ff684c72fecd690caeccba5e.jpg,,,,,,,,,,,,,Metal,14KW,1,1,Stone,EM,1,1,Stone Category,Precious,1,1
variation,E03681-EM.Y,Art Deco Hoops - ,id:23768,1 440.00,,1,1,,"Indulge in a timeless elegance with these 14k precious earrings, crafted to perfection to suit your exquisite taste. These Art Deco hoops exude sophistication in every angle, with its intricate details and meticulous craftsmanship. Adorn yourself with these luxurious earrings and be the epitome of high fashion and timeless beauty.",1.27,0.4,0.3,,,https://luvente.com/cdn/shop/files/03c5e23da17bbadb2ad60f28bc18560acff47800096cb6513938be05c8505643.jpg,,,,,,,,,,,,,Metal,14KY,1,1,Stone,EM,1,1,Stone Category,Precious,1,1
variation,E03681-RD.W,Art Deco Hoops - ,id:23768,2 185.00,,1,1,,"Indulge in a timeless elegance with these 14k precious earrings, crafted to perfection to suit your exquisite taste. These Art Deco hoops exude sophistication in every angle, with its intricate details and meticulous craftsmanship. Adorn yourself with these luxurious earrings and be the epitome of high fashion and timeless beauty.",1.27,0.4,0.3,,,https://luvente.com/cdn/shop/files/a2ea11813aacea4606a55a994f1029ecd2add00e76dfad5d44abd93f3b32f665.jpg,,,,,,,,,,,,,Metal,14KW,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03681-RD.Y,Art Deco Hoops - ,id:23768,2 185.00,,1,1,,"Indulge in a timeless elegance with these 14k precious earrings, crafted to perfection to suit your exquisite taste. These Art Deco hoops exude sophistication in every angle, with its intricate details and meticulous craftsmanship. Adorn yourself with these luxurious earrings and be the epitome of high fashion and timeless beauty.",1.27,0.4,0.3,,,https://luvente.com/cdn/shop/files/33206696ec8e2775e4628053fe75bce9881cad1756797ca333e166c85ba5b5db.jpg,,,,,,,,,,,,,Metal,14KY,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03681-RU.R,Art Deco Hoops - ,id:23768,1 440.00,,1,1,,"Indulge in a timeless elegance with these 14k precious earrings, crafted to perfection to suit your exquisite taste. These Art Deco hoops exude sophistication in every angle, with its intricate details and meticulous craftsmanship. Adorn yourself with these luxurious earrings and be the epitome of high fashion and timeless beauty.",1.27,0.4,0.3,,,https://luvente.com/cdn/shop/files/2b2184e3d320775d1fdf1f9ae0cc96c75c84729c8cc5ecced46c8e8e9788adaf.jpg,,,,,,,,,,,,,Metal,14KR,1,1,Stone,RU,1,1,Stone Category,Precious,1,1
variation,E03681-RU.W,Art Deco Hoops - ,id:23768,1 440.00,,1,1,,"Indulge in a timeless elegance with these 14k precious earrings, crafted to perfection to suit your exquisite taste. These Art Deco hoops exude sophistication in every angle, with its intricate details and meticulous craftsmanship. Adorn yourself with these luxurious earrings and be the epitome of high fashion and timeless beauty.",1.27,0.4,0.3,,,https://luvente.com/cdn/shop/files/13b881f53fd3555dce4d203dec9aee4d5c196b20488d542afa3184fd910eb5cd.jpg,,,,,,,,,,,,,Metal,14KW,1,1,Stone,RU,1,1,Stone Category,Precious,1,1
variation,E03681-RU.Y,Art Deco Hoops - ,id:23768,1 440.00,,1,1,,"Indulge in a timeless elegance with these 14k precious earrings, crafted to perfection to suit your exquisite taste. These Art Deco hoops exude sophistication in every angle, with its intricate details and meticulous craftsmanship. Adorn yourself with these luxurious earrings and be the epitome of high fashion and timeless beauty.",1.27,0.4,0.3,,,https://luvente.com/cdn/shop/files/7b9cd1982e0e28fbd2ba56ec6209883982ac640265019a5a4e0b8baf104c314b_6a40c145-adf1-478b-81e8-c7c7b1770fe4.jpg,,,,,,,,,,,,,Metal,14KY,1,1,Stone,RU,1,1,Stone Category,Precious,1,1
variation,E03681-SA.W,Art Deco Hoops - ,id:23768,1 440.00,,1,1,,"Indulge in a timeless elegance with these 14k precious earrings, crafted to perfection to suit your exquisite taste. These Art Deco hoops exude sophistication in every angle, with its intricate details and meticulous craftsmanship. Adorn yourself with these luxurious earrings and be the epitome of high fashion and timeless beauty.",1.27,0.4,0.3,,,https://luvente.com/cdn/shop/files/5c9455ef9734acfa135b14eddcadd3aa6b25a9145310039b08afec7285c344af.jpg,,,,,,,,,,,,,Metal,14KW,1,1,Stone,SA,1,1,Stone Category,Precious,1,1
variation,E03681-SA.Y,Art Deco Hoops - ,id:23768,1 440.00,,1,1,,"Indulge in a timeless elegance with these 14k precious earrings, crafted to perfection to suit your exquisite taste. These Art Deco hoops exude sophistication in every angle, with its intricate details and meticulous craftsmanship. Adorn yourself with these luxurious earrings and be the epitome of high fashion and timeless beauty.",1.27,0.4,0.3,,,https://luvente.com/cdn/shop/files/6f2805c5ec6c3b4b961b1026df038ccfd58099b3eb4b70e2ac0c9815c32ba5d5_cf9c48e3-8c04-4720-8ff0-6325869ea2ac.jpg,,,,,,,,,,,,,Metal,14KY,1,1,Stone,SA,1,1,Stone Category,Precious,1,1
variation,E03824-RD.R,Circle Studs - ,id:23781,335.00,,1,1,,"A simple, low-profile stud that exudes elegance and style. Great for everyday wear and all-year round",0.508,0.4,0.1,,,https://luvente.com/cdn/shop/files/44a97cd8f62f7c67dd5371718ca2c84788e14c19a84a244a19faa0e25bdca8ea.jpg,,,,,,,,,,,,,Metal,14KR,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03824-RD.W,Circle Studs - ,id:23781,335.00,,1,1,,"A simple, low-profile stud that exudes elegance and style. Great for everyday wear and all-year round",0.508,0.4,0.1,,,https://luvente.com/cdn/shop/files/652ce6f77a74bd550894f298edee6b2ae7a001a399142906b373139560c6f89f_ed7a1518-36a1-41f1-a06b-1353e422b25e.jpg,,,,,,,,,,,,,Metal,14KW,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03824-RD.Y,Circle Studs - ,id:23781,335.00,,1,1,,"A simple, low-profile stud that exudes elegance and style. Great for everyday wear and all-year round",0.508,0.4,0.1,,,https://luvente.com/cdn/shop/files/a982371e2038e3f651d8430d890448d343d861b394eaecc8f926527319d532ae.jpg,,,,,,,,,,,,,Metal,14KY,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03833-RD.R,Flower Studs - ,id:23788,435.00,,1,1,,These beautiful flower studs feature white mother of pearl surrounded by tiny pave set diamonds and shimmering stones on either side. The petals are set on a golden band to make this the perfect gift for any loved one.,0.635,0.5,0.1,,,https://luvente.com/cdn/shop/files/c0aea72c759d424d5fb952793cf7aaafeefa8477dbb0bb2140788b80451fbf77.jpg,,,,,,,,,,,,,Metal,14KR,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03833-RD.W,Flower Studs - ,id:23788,435.00,,1,1,,These beautiful flower studs feature white mother of pearl surrounded by tiny pave set diamonds and shimmering stones on either side. The petals are set on a golden band to make this the perfect gift for any loved one.,0.635,0.5,0.1,,,https://luvente.com/cdn/shop/files/2cc74758f83aeb58db8a633bc1ea981c0e66b51e37dd96c8bfe4d45f991bc993.jpg,,,,,,,,,,,,,Metal,14KW,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03833-RD.Y,Flower Studs - ,id:23788,435.00,,1,1,,These beautiful flower studs feature white mother of pearl surrounded by tiny pave set diamonds and shimmering stones on either side. The petals are set on a golden band to make this the perfect gift for any loved one.,0.635,0.5,0.1,,,https://luvente.com/cdn/shop/files/cb90ffed8f9e9c7c34fef40f04d0438d0069d849855b9184d9ae5e578e756677_df097576-d4a0-4c66-a509-67d89dbd27d0.jpg,,,,,,,,,,,,,Metal,14KY,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03839-RD.R,Heart Studs - ,id:23795,350.00,,1,1,,"A timeless symbol of love, our stunning Heart Studs are a must-have. Delicate yet enduring, they make the perfect gift for the woman in your life.",0.635,0.5,0.1,,,https://luvente.com/cdn/shop/files/d2ad00ee611e0a108efc42af036022f8e10ed29e2c9960b927e838e35eb9a0d2_4a40fa36-2457-4597-9990-bc359c49790d.jpg,,,,,,,,,,,,,Metal,14KR,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03839-RD.W,Heart Studs - ,id:23795,330.00,,1,1,,"A timeless symbol of love, our stunning Heart Studs are a must-have. Delicate yet enduring, they make the perfect gift for the woman in your life.",0.635,0.5,0.1,,,https://luvente.com/cdn/shop/files/bc5a51d8d652d222e894aa027484c8a20678b02694fa008985a1f9a683e7a59b.jpg,,,,,,,,,,,,,Metal,14KW,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03839-RD.Y,Heart Studs - ,id:23795,350.00,,1,1,,"A timeless symbol of love, our stunning Heart Studs are a must-have. Delicate yet enduring, they make the perfect gift for the woman in your life.",0.635,0.5,0.1,,,https://luvente.com/cdn/shop/files/a03fd516c94dae74f8b770168fabaebd7d7bba6b7b261a3c1692959b82d5d4c2.jpg,,,,,,,,,,,,,Metal,14KY,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03841-RD.R,Star Diamond Studs - ,id:23802,345.00,,1,1,,"These beautiful diamond studs are a perfect choice for everyday wear. Made with genuine 14k gold, these earrings sparkle like the night sky.",0.635,0.4,0.1,,,https://luvente.com/cdn/shop/files/b989ac8c732d84de3decce5a52355c587c797f8c255682ff2075e2b0872b65de.jpg,,,,,,,,,,,,,Metal,14KR,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03841-RD.W,Star Diamond Studs - ,id:23802,345.00,,1,1,,"These beautiful diamond studs are a perfect choice for everyday wear. Made with genuine 14k gold, these earrings sparkle like the night sky.",0.635,0.4,0.1,,,https://luvente.com/cdn/shop/files/45da48dd29ec4b67cdcdb9165ae7458050aa4594f2b1c4a0eb300224fc0d1a8b.jpg,,,,,,,,,,,,,Metal,14KW,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03841-RD.Y,Star Diamond Studs - ,id:23802,345.00,,1,1,,"These beautiful diamond studs are a perfect choice for everyday wear. Made with genuine 14k gold, these earrings sparkle like the night sky.",0.635,0.4,0.1,,,https://luvente.com/cdn/shop/files/ac33b1700f01630a6ea651d464e8b744d0c215e7a1c3818ac6b9649f47acab0f_0d40abbe-1a1a-4f9f-93c3-1b480547ea4e.jpg,,,,,,,,,,,,,Metal,14KY,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03843-RD.R,Moon Studs - ,id:23809,280.00,,1,1,,These diamond studs are perfect as bridesmaid gifts and make gorgeous everyday earrings. These delicate moon studs make a statement with just enough sparkle to capture attention.,0.635,0.5,0.1,,,https://luvente.com/cdn/shop/files/152d7fbd97d157bbe2f831acd8879b28bba61f0b3aa8a379c9ead99e895edb33.jpg,,,,,,,,,,,,,Metal,14KR,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03843-RD.W,Moon Studs - ,id:23809,280.00,,1,1,,These diamond studs are perfect as bridesmaid gifts and make gorgeous everyday earrings. These delicate moon studs make a statement with just enough sparkle to capture attention.,0.635,0.5,0.1,,,https://luvente.com/cdn/shop/files/d85478add7ebcf023a9cd5d091914a296b83b4d605c71a14a88513a5f536a7e8_9de9eff1-1868-48b9-baf9-5f4a16ac0b3b.jpg,,,,,,,,,,,,,Metal,14KW,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03843-RD.Y,Moon Studs - ,id:23809,280.00,,1,1,,These diamond studs are perfect as bridesmaid gifts and make gorgeous everyday earrings. These delicate moon studs make a statement with just enough sparkle to capture attention.,0.635,0.5,0.1,,,https://luvente.com/cdn/shop/files/9d7494e8645941271abb3caf7ca93e1ba1401f340285d8b5fec1df19e8add488.jpg,,,,,,,,,,,,,Metal,14KY,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03849-RD.R,Cross Studs - ,id:23816,380.00,,1,1,,"Diamond Studs are the perfect gift for birthdays and anniversaries. They are very elegant, with a beautiful design and make everybody look fabulous!",0.635,0.5,0.1,,,https://luvente.com/cdn/shop/files/2259bcb9e6e2dc481b3856e11059ed91be4c0cea407cf207489f64281dcd34e4.jpg,,,,,,,,,,,,,Metal,14KR,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03849-RD.W,Cross Studs - ,id:23816,380.00,,1,1,,"Diamond Studs are the perfect gift for birthdays and anniversaries. They are very elegant, with a beautiful design and make everybody look fabulous!",0.635,0.5,0.1,,,https://luvente.com/cdn/shop/files/5a67e4553b90d42e764d6af21defdecb1ecec39c864eae83e627e3403e651ca6_b827bbae-d245-4d71-89ef-faa1a87a1f2b.jpg,,,,,,,,,,,,,Metal,14KW,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03849-RD.Y,Cross Studs - ,id:23816,380.00,,1,1,,"Diamond Studs are the perfect gift for birthdays and anniversaries. They are very elegant, with a beautiful design and make everybody look fabulous!",0.635,0.5,0.1,,,https://luvente.com/cdn/shop/files/c2fd9825e9ef6feab8313b812f5191d86ac235900c197873dfced1fc5f68a8cb.jpg,,,,,,,,,,,,,Metal,14KY,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03876-RD.R,Linear Studs - ,id:23823,345.00,,1,1,,"Journey through a lifetime with 14k diamond stud earrings. These timeless studs feature a delicate diamond, adding a touch of sparkle and elegance to any ensemble.",0.762,0.2,0.1,,,https://luvente.com/cdn/shop/files/a86df6561d1b465782d8969de69842e8b280a395feaa5e84b2faf0074c80f0fb.jpg,,,,,,,,,,,,,Metal,14KR,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
variation,E03876-RD.W,Linear Studs - ,id:23823,345.00,,1,1,,"Journey through a lifetime with 14k diamond stud earrings. These timeless studs feature a delicate diamond, adding a touch of sparkle and elegance to any ensemble.",0.762,0.2,0.1,,,https://luvente.com/cdn/shop/files/7ade2c866d594960d9fbd5b41a9aea6cefeee3fc7af43a7e3bd3333aa366a7ed_6510368d-3d40-4f6b-b62f-b47498478073.jpg,,,,,,,,,,,,,Metal,14KW,1,1,Stone,RD,1,1,Stone Category,Diamond,1,1
